line_id,text,score,detector_text,detector_score,crop_source,crop_h,crop_w,line_height_px,detector_box
12,"Bill Date:Aug.23,2023",0.9382031559944153,"Bill Date: Aug. 23, 2023",0.961323656141758,rapidocr_box,58,472,58,"[[133.86, 1415.48], [605.91, 1419.01], [605.91, 1477.33], [133.86, 1473.79]]"
13,PaymentStatus:Paid,0.9712437391281128,Payment Status: Paid,0.9819991618394852,rapidocr_box,53,449,53,"[[137.39, 1516.2], [586.53, 1512.67], [586.53, 1565.68], [137.39, 1569.22]]"
14,"DeliveryDate:Aug-23,2023",0.9700524210929871,"Delivery Date: Aug. 23, 2023",0.9868407462324414,rapidocr_box,58,567,58,"[[137.39, 1606.33], [704.55, 1609.86], [704.55, 1668.18], [137.39, 1664.64]]"
15,"PurchaseDate:Sept.9,2023",0.9687149524688721,"Purchase Date: Sept. 9, 2023",0.9570910228150231,rapidocr_box,53,581,53,"[[135.62, 1705.29], [716.88, 1708.82], [716.88, 1761.84], [135.62, 1758.3]]"
16,ITEM,0.8909413814544678,ITEM,0.9830083400011063,rapidocr_box,49,118,49,"[[162.05, 1882.0], [280.06, 1882.0], [280.06, 1931.48], [162.05, 1931.48]]"
17,Gluantity,0.9575262069702148,Quantity,0.9964518249034882,rapidocr_box,56,183,56,"[[725.68, 1880.23], [908.86, 1883.77], [907.1, 1940.32], [723.92, 1936.78]]"
18,UnitPrice,0.9996030330657959,Unit Price,0.970427405834198,rapidocr_box,47,213,47,"[[1285.8, 1882.0], [1498.92, 1885.54], [1498.92, 1933.25], [1285.8, 1929.71]]"
19,Subotal,0.9818083643913269,Sub Total,0.9912255472607083,rapidocr_box,53,211,53,"[[1845.91, 1882.0], [2057.27, 1882.0], [2057.27, 1935.02], [1845.91, 1935.02]]"
20,3M0579HOOKIT,0.9790406227111816,3M05791H0OKIT,0.9377524531804599,rapidocr_box,47,378,47,"[[165.57, 2025.14], [544.26, 2021.6], [544.26, 2069.32], [165.57, 2072.85]]"
21,4,0.9999977350234985,4,0.9996745586395264,rapidocr_box,40,35,40,"[[723.92, 2048.11], [759.15, 2048.11], [759.15, 2088.76], [723.92, 2088.76]]"
22,S9,0.7271451354026794,$9,0.9993610382080078,rapidocr_box,53,59,53,"[[1284.03, 2042.81], [1343.92, 2042.81], [1343.92, 2095.82], [1284.03, 2095.82]]"
23,S36,0.9777393937110901,$36,0.9998759031295776,rapidocr_box,54,86,54,"[[1844.15, 2041.04], [1930.45, 2041.04], [1930.45, 2095.82], [1844.15, 2095.82]]"
24,DISCPAD6X/4,0.9400967955589294,DISCPAD6X1/4,0.9978406627972921,rapidocr_box,45,341,45,"[[167.33, 2065.78], [509.03, 2065.78], [509.03, 2111.73], [167.33, 2111.73]]"
25,5200MarineAdh,0.9654145836830139,5200MarineAdh.,0.9982098468712398,rapidocr_box,45,348,45,"[[165.57, 2203.62], [514.32, 2203.62], [514.32, 2249.57], [165.57, 2249.57]]"
26,4,0.9999960660934448,4,0.9997311234474182,rapidocr_box,42,35,42,"[[723.92, 2228.36], [759.15, 2228.36], [759.15, 2270.77], [723.92, 2270.77]]"
27,516,0.9108303189277649,$16,0.9997102618217468,rapidocr_box,60,91,60,"[[1280.51, 2219.52], [1372.1, 2219.52], [1372.1, 2279.61], [1280.51, 2279.61]]"
28,S64,0.8859142661094666,$64,0.997577965259552,rapidocr_box,61,89,61,"[[1842.39, 2217.76], [1932.22, 2217.76], [1932.22, 2279.61], [1842.39, 2279.61]]"
29,Sealant/1Og,0.939910888671875,Sealant 1/10g,0.9772032911960895,rapidocr_box,53,280,53,"[[163.81, 2246.03], [443.86, 2246.03], [443.86, 2299.05], [163.81, 2299.05]]"
30,3M4032/CUrethane,0.98875892162323,3M4032D/CUrethane,0.9966345394358915,rapidocr_box,45,454,45,"[[167.33, 2387.4], [621.76, 2387.4], [621.76, 2433.35], [167.33, 2433.35]]"
31,20,0.7273677587509155,10,0.9995815753936768,rapidocr_box,51,59,51,"[[723.92, 2405.07], [783.81, 2405.07], [783.81, 2456.32], [723.92, 2456.32]]"
32,$55,0.9566753506660461,$55,0.9999416271845499,rapidocr_box,54,84,54,"[[1284.03, 2403.31], [1368.58, 2403.31], [1368.58, 2458.09], [1284.03, 2458.09]]"
33,5550,0.9978516101837158,$550,0.9999031126499176,rapidocr_box,56,112,56,"[[1842.39, 2401.54], [1955.11, 2401.54], [1955.11, 2458.09], [1842.39, 2458.09]]"
34,FoamTape,0.9991188049316406,Foam Tape,0.9674083325597975,rapidocr_box,53,234,53,"[[163.81, 2428.05], [398.07, 2428.05], [398.07, 2481.06], [163.81, 2481.06]]"
35,3M47ellowVinyl,0.9980743527412415,3M 471 Yellow Vinyl,0.9349208160450584,rapidocr_box,53,399,53,"[[165.57, 2565.88], [565.4, 2565.88], [565.4, 2618.9], [165.57, 2618.9]]"
36,5,0.9992203712463379,5,0.9992495179176331,rapidocr_box,51,35,51,"[[723.92, 2585.32], [759.15, 2585.32], [759.15, 2636.57], [723.92, 2636.57]]"
37,$5,0.7818182706832886,$5,0.9996009767055511,rapidocr_box,54,59,54,"[[1284.03, 2585.32], [1343.92, 2585.32], [1343.92, 2640.1], [1284.03, 2640.1]]"
38,$25,0.9582509994506836,$25,0.999903122584025,rapidocr_box,54,86,54,"[[1844.15, 2583.55], [1930.45, 2583.55], [1930.45, 2638.34], [1844.15, 2638.34]]"
39,Tape,0.9908987283706665,Tape,0.9992403388023376,rapidocr_box,51,109,51,"[[167.33, 2604.76], [276.53, 2615.36], [271.25, 2666.61], [162.05, 2656.01]]"
40,3MT074Hang Tabs,0.9598251581192017,3M 1074 Hang Tabs,0.9684317848261665,rapidocr_box,53,405,53,"[[163.81, 2744.36], [568.92, 2747.9], [568.92, 2800.91], [163.81, 2797.38]]"
41,6,0.9997064471244812,6,0.9989443421363831,rapidocr_box,47,35,47,"[[723.92, 2769.1], [759.15, 2769.1], [759.15, 2816.82], [723.92, 2816.82]]"
42,526,0.8644633889198303,$26,0.9999068379402161,rapidocr_box,60,88,60,"[[1282.27, 2762.04], [1370.34, 2762.04], [1370.34, 2822.12], [1282.27, 2822.12]]"
43,S156,0.9169514775276184,$156,0.9998622834682465,rapidocr_box,58,114,58,"[[1842.39, 2762.04], [1956.88, 2762.04], [1956.88, 2820.35], [1842.39, 2820.35]]"
44,Clearx2.,0.9708632230758667,"Clear 1""x2""",0.9625217047604647,rapidocr_box,47,223,47,"[[167.33, 2790.31], [391.02, 2790.31], [391.02, 2838.02], [167.33, 2838.02]]"
45,Totalmount:$7889,0.955183744430542,Total Amount:$7889,0.9956870443291135,rapidocr_box,53,424,53,"[[1916.36, 2958.19], [2340.85, 2963.49], [2340.85, 3016.5], [1916.36, 3011.2]]"
46,Tax:59010onbilI),0.9203792810440063,Tax: $ 90 (10% on bill),0.9769736761632173,rapidocr_box,53,447,53,"[[1891.7, 3090.72], [2339.09, 3094.26], [2339.09, 3147.27], [1891.7, 3143.74]]"
47,Billamount:$7965,0.9411129951477051,BillAmount:$7965,0.9946813173592091,rapidocr_box,53,429,53,"[[1911.08, 3226.79], [2340.85, 3226.79], [2340.85, 3279.81], [1911.08, 3279.81]]"
