line_id,text,score,detector_text,detector_score,crop_source,crop_h,crop_w,line_height_px,detector_box
19,Subotal,0.9818078875541687,Sub Total,0.9912259644932218,rapidocr_box,53,211,53,"[[1845.91, 1882.0], [2057.27, 1882.0], [2057.27, 1935.02], [1845.91, 1935.02]]"
20,3M0579HOOKIT,0.9790403246879578,3M05791H0OKIT,0.9377531271714431,rapidocr_box,47,378,47,"[[165.57, 2025.14], [544.26, 2021.6], [544.26, 2069.32], [165.57, 2072.85]]"
21,4,0.999997615814209,4,0.9996747970581055,rapidocr_box,40,35,40,"[[723.92, 2048.11], [759.15, 2048.11], [759.15, 2088.76], [723.92, 2088.76]]"
22,S9,0.7271462082862854,$9,0.9993613362312317,rapidocr_box,53,59,53,"[[1284.03, 2042.81], [1343.92, 2042.81], [1343.92, 2095.82], [1284.03, 2095.82]]"
23,S36,0.9777402281761169,$36,0.9998759826024374,rapidocr_box,54,86,54,"[[1844.15, 2041.04], [1930.45, 2041.04], [1930.45, 2095.82], [1844.15, 2095.82]]"
24,DISCPAD6X/4,0.9400966763496399,DISCPAD6X1/4,0.997841070095698,rapidocr_box,45,341,45,"[[167.33, 2065.78], [509.03, 2065.78], [509.03, 2111.73], [167.33, 2111.73]]"
25,5200MarineAdh,0.9654138088226318,5200MarineAdh.,0.998210323708398,rapidocr_box,45,348,45,"[[165.57, 2203.62], [514.32, 2203.62], [514.32, 2249.57], [165.57, 2249.57]]"
26,4,0.9999960660934448,4,0.9997311234474182,rapidocr_box,42,35,42,"[[723.92, 2228.36], [759.15, 2228.36], [759.15, 2270.77], [723.92, 2270.77]]"
27,516,0.9108288288116455,$16,0.9997104207674662,rapidocr_box,60,91,60,"[[1280.51, 2219.52], [1372.1, 2219.52], [1372.1, 2279.61], [1280.51, 2279.61]]"
28,S64,0.8859146237373352,$64,0.9975780049959818,rapidocr_box,61,89,61,"[[1842.39, 2217.76], [1932.22, 2217.76], [1932.22, 2279.61], [1842.39, 2279.61]]"
29,Sealant/1Og,0.9399113059043884,Sealant 1/10g,0.9772036717488215,rapidocr_box,53,280,53,"[[163.81, 2246.03], [443.86, 2246.03], [443.86, 2299.05], [163.81, 2299.05]]"
30,3M4032/CUrethane,0.9887588620185852,3M4032D/CUrethane,0.9966351985931396,rapidocr_box,45,454,45,"[[167.33, 2387.4], [621.76, 2387.4], [621.76, 2433.35], [167.33, 2433.35]]"
31,20,0.7273679971694946,10,0.9995819330215454,rapidocr_box,51,59,51,"[[723.92, 2405.07], [783.81, 2405.07], [783.81, 2456.32], [723.92, 2456.32]]"
32,$55,0.9566766619682312,$55,0.9999417066574097,rapidocr_box,54,84,54,"[[1284.03, 2403.31], [1368.58, 2403.31], [1368.58, 2458.09], [1284.03, 2458.09]]"
33,5550,0.9978516101837158,$550,0.9999031722545624,rapidocr_box,56,112,56,"[[1842.39, 2401.54], [1955.11, 2401.54], [1955.11, 2458.09], [1842.39, 2458.09]]"
34,FoamTape,0.9991186857223511,Foam Tape,0.9674083656734891,rapidocr_box,53,234,53,"[[163.81, 2428.05], [398.07, 2428.05], [398.07, 2481.06], [163.81, 2481.06]]"
35,3M47ellowVinyl,0.9980743527412415,3M 471 Yellow Vinyl,0.9349208536900973,rapidocr_box,53,399,53,"[[165.57, 2565.88], [565.4, 2565.88], [565.4, 2618.9], [165.57, 2618.9]]"
36,5,0.9992204904556274,5,0.9992497563362122,rapidocr_box,51,35,51,"[[723.92, 2585.32], [759.15, 2585.32], [759.15, 2636.57], [723.92, 2636.57]]"
37,$5,0.7818222641944885,$5,0.9996012151241302,rapidocr_box,54,59,54,"[[1284.03, 2585.32], [1343.92, 2585.32], [1343.92, 2640.1], [1284.03, 2640.1]]"
38,$25,0.9582511782646179,$25,0.999903162320455,rapidocr_box,54,86,54,"[[1844.15, 2583.55], [1930.45, 2583.55], [1930.45, 2638.34], [1844.15, 2638.34]]"
39,Tape,0.9908987283706665,Tape,0.9992405474185944,rapidocr_box,51,109,51,"[[167.33, 2604.76], [276.53, 2615.36], [271.25, 2666.61], [162.05, 2656.01]]"
40,3MT074Hang Tabs,0.9598252773284912,3M 1074 Hang Tabs,0.968432184527902,rapidocr_box,53,405,53,"[[163.81, 2744.36], [568.92, 2747.9], [568.92, 2800.91], [163.81, 2797.38]]"
41,6,0.9997068047523499,6,0.9989445805549622,rapidocr_box,47,35,47,"[[723.92, 2769.1], [759.15, 2769.1], [759.15, 2816.82], [723.92, 2816.82]]"
42,526,0.8644630312919617,$26,0.9999068776766459,rapidocr_box,60,88,60,"[[1282.27, 2762.04], [1370.34, 2762.04], [1370.34, 2822.12], [1282.27, 2822.12]]"
43,S156,0.9169530272483826,$156,0.9998624324798584,rapidocr_box,58,114,58,"[[1842.39, 2762.04], [1956.88, 2762.04], [1956.88, 2820.35], [1842.39, 2820.35]]"
44,Clearx2.,0.9708631634712219,"Clear 1""x2""",0.9625220352953131,rapidocr_box,47,223,47,"[[167.33, 2790.31], [391.02, 2790.31], [391.02, 2838.02], [167.33, 2838.02]]"
45,Totalmount:$7889,0.955184280872345,Total Amount:$7889,0.9956873224841224,rapidocr_box,53,424,53,"[[1916.36, 2958.19], [2340.85, 2963.49], [2340.85, 3016.5], [1916.36, 3011.2]]"
46,Tax:59010onbilI),0.9203788638114929,Tax: $ 90 (10% on bill),0.9769737046697865,rapidocr_box,53,447,53,"[[1891.7, 3090.72], [2339.09, 3094.26], [2339.09, 3147.27], [1891.7, 3143.74]]"
47,Billamount:$7965,0.9411129951477051,BillAmount:$7965,0.9946809597313404,rapidocr_box,53,429,53,"[[1911.08, 3226.79], [2340.85, 3226.79], [2340.85, 3279.81], [1911.08, 3279.81]]"
